2.02			1.78				
1.96			1.92				
1.92			1.65				
1.77			1.46				
1.65			1.36				
1.71			1.41				
1.82			1.65				
1.94			1.62				
1.93			1.71				
1.90			1.78				
1.83			1.72				
1.82			1.54				
1.81			1.66				
1.86			1.51				
1.69			1.40				
1.59			1.10				
1.61			1.22				
1.60			1.13				
1.52			1.11				
1.50			1.05				
1.50			1.11				
1.53			1.05				
1.44			1.00				
1.33			0.91				
1.30			0.85				
1.43			0.94				
1.37			0.91				
1.35			0.87				
1.40			0.99				
1.46			0.98				
1.40			1.01				
1.41			0.92				
1.44			1.10				
1.41			0.90				
1.38			1.01				
1.38			0.98				
1.38			1.01				
1.38			0.87				
1.41			0.98				
1.46			0.76				
1.46			1.24				
1.54			1.16				
1.60			1.40				
1.63			1.32				
1.82			1.48				
2.09			1.79				
2.15			2.02				
2.10			1.92				
2.01			1.87				
2.04			1.84				
2.07			1.92				
2.08			1.84				
2.11			2.02				
2.06			1.87				
1.89			1.82				
1.79			1.77				
1.89			1.65				
1.83			1.74				
1.80			1.60				
1.76			1.70				
1.52			1.27				
1.59			1.44				
1.63			1.50				
1.68			1.48				
1.64			1.53				
1.62			1.54				
1.59			1.45				
1.55			1.37				
1.57			1.54				
1.57			1.44				
1.67			1.35				
1.92			1.90				
1.92			1.86				
1.93			1.73				
2.04			1.85				
2.16			2.21				
2.11			2.25				
2.14			2.25				
2.20			2.32				
2.11			2.25				
2.08			2.16				
2.05			2.03				
1.91			1.85				
1.85			1.62				
1.83			1.64				
1.78			1.41				
1.76			1.64				
1.76			1.41				
1.68			1.36				
1.69			1.28				
1.74			1.34				
1.76			1.38				
1.78			1.41				
1.79			1.42				
1.85			1.51				
1.88			1.52				
2.01			1.53				
2.01			1.74				
2.00			1.80				
2.05			1.74				
2.02			1.89				
1.89			1.77				
1.88			1.60				
1.80			1.49				
1.85			1.50				
1.81			1.45				
1.83			1.39				
2.00			1.64				
2.06			1.67				
1.92			1.49				
1.80			1.36				
1.72			1.28				
1.84			1.41				
2.02			1.72				
2.15			2.05				
2.17			1.91				
2.12			1.58				
2.14			1.77				
2.11			1.74				
2.01			1.66				
1.87			1.54				
1.81			1.45				
1.76			1.38				
1.70			1.27				
1.65			1.12				
1.59			1.16				
1.59			1.15				
1.60			1.10				
1.60			1.10				
1.60			1.08				
1.75			1.35				
1.90			1.44				
1.91			1.86				
2.02			1.73				
1.90			1.58				
1.82			1.51				
1.92			1.49				
2.09			1.88				
2.10			1.90				
2.00			1.76				
1.95			1.65				
1.92			1.54				
1.94			1.59				
1.83			1.51				
1.75			1.34				
1.69			1.32				
1.63			1.26				
1.56			1.02				
1.64			1.17				
1.56			1.03				
1.55			0.98				
1.52			0.97				
1.55			1.07				
1.57			1.15				
1.59			1.13				
1.55			1.09				
1.50			1.01				
1.67			1.19				
2.03			1.68				
2.06			1.83				
2.09			1.83				
2.02			1.85				
1.88			1.42				
1.75			1.61				
1.66			1.34				
1.59			1.30				
1.67			1.21				
1.77			1.40				
1.88			1.44				
1.86			1.60				
1.79			1.39				
1.66			1.24				
1.62			1.20				
1.62			1.14				
1.59			1.04				
1.59			1.08				
1.64			1.15				
1.57			1.16				
1.73			1.30				
2.07			1.73				
2.04			1.66				
1.96			1.61				
1.90			1.49				
1.97			1.60				
2.06			1.75				
2.01			1.79				
1.98			1.69				
1.93			1.68				
1.91			1.58				
1.96			1.64				
2.06			1.84				
2.07			1.90				
2.11			2.10				
2.02			1.88				
2.10			2.00				
1.95			1.83				
1.82			1.56				
1.72			1.45				
1.66			1.31				
1.63			1.32				
1.72			1.35				
1.83			1.49				
1.85			1.47				
1.85			1.53				
1.84			1.48				
1.74			1.45				
1.70			1.28				
1.72			1.38				
1.70			1.14				
1.63			1.42				
1.68			1.18				
1.57			1.19				
1.59			1.01				
1.67			1.12				
1.81			1.25				
1.75			1.21				
1.75			1.34				
1.75			1.30				
1.79			1.24				
2.01			1.61				
2.18			1.86				
2.06			1.74				
1.97			1.48				
1.89			1.61				
1.90			1.53				
2.12			1.88				
2.05			1.70				
1.97			1.82				
2.01			1.70				
2.16			2.15				
2.29			2.15				
2.15			2.03				
2.11			1.98				
2.19			2.15				
2.28			2.20				
2.23			2.13				
2.19			2.07				
2.07			1.99				
1.94			1.75				
1.82			1.36				
1.80			1.57				
1.74			1.43				
1.69			1.29				
1.65			1.27				
1.64			1.15				
1.55			1.12				
1.49			0.95				
1.44			1.01				
1.60			0.99				
1.81			1.48				
1.96			1.40				
2.03			1.81				
2.09			1.70				
2.22			2.09				
2.18			2.06				
2.09			2.25				
2.10			1.93				
2.01			1.78				
2.01			1.91				
1.95			1.71				
1.80			1.44				
1.70			1.35				
1.64			1.11				
1.55			1.21				
1.53			1.08				
1.52			1.08				
1.55			0.82				
1.53			1.10				
1.49			0.92				
1.55			1.10				
1.64			1.17				
1.62			1.17				
1.62			1.07				
1.63			1.25				
1.66			1.20				
1.84			1.53				
2.06			1.86				
2.07			2.04				
2.07			1.82				
1.87			1.68				
1.83			1.43				
1.91			1.69				
1.91			1.64				
1.81			1.51				
