2.38			1.94				
2.57			2.23				
1.90			1.60				
1.75			1.50				
1.72			1.53				
1.74			1.50				
1.79			1.64				
1.78			1.51				
1.82			1.57				
1.85			1.57				
1.91			1.57				
1.98			1.92				
2.04			1.96				
2.15			2.07				
2.05			2.03				
1.90			1.74				
1.81			1.60				
1.85			1.48				
2.02			1.66				
2.13			1.71				
2.07			1.78				
2.02			1.74				
1.98			1.78				
2.19			1.90				
2.54			2.28				
2.61			2.55				
2.55			2.50				
2.54			2.47				
2.33			2.24				
2.18			1.92				
1.97			1.61				
1.91			1.71				
1.90			1.64				
1.81			1.38				
1.81			1.44				
1.75			1.37				
1.66			1.33				
1.64			1.31				
1.59			1.36				
1.57			1.22				
1.66			1.34				
1.74			1.34				
1.74			1.35				
1.69			1.29				
1.65			1.36				
1.53			1.37				
1.51			1.50				
1.73			1.43				
1.57			1.28				
1.59			1.18				
1.56			1.27				
1.57			1.26				
1.63			1.36				
1.74			1.43				
1.68			1.44				
1.60			1.31				
1.55			1.21				
1.63			1.26				
1.67			1.41				
1.65			1.39				
1.61			1.43				
1.74			1.07				
1.86			1.67				
1.79			1.43				
1.78			1.43				
1.93			1.61				
1.96			1.63				
1.97			1.54				
2.13			1.97				
2.21			2.04				
2.01			1.88				
1.95			1.73				
1.89			1.62				
1.83			1.44				
1.66			1.32				
1.59			1.12				
1.56			1.17				
1.53			0.95				
1.44			1.09				
1.41			0.88				
1.42			0.92				
1.54			0.95				
1.63			1.17				
1.70			1.30				
1.76			1.44				
1.86			1.65				
1.95			1.84				
2.07			2.02				
2.01			1.86				
1.92			1.61				
1.86			1.62				
1.77			1.49				
1.87			1.39				
1.97			1.72				
1.86			1.47				
1.83			1.47				
1.78			1.45				
1.69			1.24				
1.71			1.36				
1.91			1.67				
2.00			2.01				
2.00			1.92				
1.95			1.86				
1.83			1.69				
1.84			1.65				
1.87			1.61				
1.74			1.50				
1.72			1.20				
1.68			1.37				
1.58			1.17				
1.50			1.06				
1.50			1.10				
1.48			1.00				
1.53			1.06				
1.49			1.06				
1.49			1.01				
1.51			1.10				
1.51			0.76				
1.64			1.32				
1.79			1.23				
1.68			1.20				
1.64			1.10				
1.50			1.15				
1.49			1.09				
1.68			1.22				
1.60			1.16				
1.60			1.14				
1.55			1.04				
1.58			1.02				
1.64			1.06				
1.56			1.13				
1.60			1.10				
1.59			1.05				
1.52			0.98				
1.44			0.86				
1.35			0.75				
1.32			0.71				
1.37			0.68				
1.29			0.72				
1.22			0.66				
1.32			0.74				
1.33			0.81				
1.29			0.75				
1.26			0.74				
1.28			0.72				
1.35			0.75				
1.34			0.75				
1.35			0.86				
1.29			0.82				
1.13			0.82				
1.18			0.94				
1.45			0.95				
1.37			0.86				
1.33			0.85				
1.29			0.68				
1.26			0.79				
1.20			0.72				
1.20			0.71				
1.28			0.74				
1.31			0.80				
1.32			0.75				
1.27			0.73				
1.15			0.64				
1.16			0.67				
1.18			0.59				
1.25			0.68				
1.26			0.70				
1.27			0.65				
1.15			0.64				
1.13			0.52				
1.31			0.85				
1.24			0.76				
1.20			0.70				
1.23			0.77				
1.23			0.81				
1.22			0.82				
1.20			0.80				
1.31			0.92				
1.43			1.17				
1.49			1.17				
1.57			1.18				
1.64			1.48				
1.57			1.37				
1.51			1.28				
1.49			0.85				
1.49			1.30				
1.52			1.22				
1.53			1.22				
1.58			1.29				
1.66			1.38				
1.62			1.42				
1.65			1.44				
1.66			1.44				
1.60			1.41				
1.63			1.33				
1.62			1.42				
1.57			1.30				
1.66			1.41				
1.61			1.37				
1.41			1.30				
1.35			1.22				
1.47			1.14				
1.45			1.01				
1.60			1.14				
1.66			1.17				
1.72			1.23				
1.65			1.17				
1.60			1.11				
1.69			1.20				
1.78			1.40				
1.66			1.28				
1.50			1.19				
1.44			1.08				
1.45			1.10				
1.37			0.92				
1.44			0.88				
1.68			1.30				
1.55			1.31				
1.56			1.32				
1.57			1.42				
1.56			1.30				
1.57			1.33				
1.56			1.27				
1.59			1.36				
1.55			1.25				
1.52			1.30				
1.53			1.22				
1.51			1.22				
1.49			1.15				
1.46			1.09				
1.38			0.78				
1.45			1.29				
1.65			1.36				
